prompt,prompt_len,target
Cheney Meets With Troops in Afghanistan Vice President Dick Cheney (website - news - bio) congratulated US troops for helping give democracy a chance to take root in Afghanistan.,34,1
"SpaceShipOne successful again MOJAVE, Calif. -- By the time test pilot Brian Binnie shut down the rocket engine on SpaceShipOne Monday morning, the view out his cockpit windows had turned from bright, desert blue to black.",49,0
"Vornado Buys 4.3 Pct. Stake, Shares Soar Shares of Sears, Roebuck and Co. were up about 20 percent on Friday after real estate company Vornado Realty Trust said it raised its stake in the retailer, a step that could mean Sears ",58,0
"Lobbyists Try to Kill Philly Wireless Plan (AP) AP - Philadelphia's plan to offer inexpensive wireless Internet as a municipal service  #151; the most ambitious yet by a major U.S. city  #151; has collided with commercial interests including the local phone company, Verizon Communications Inc.",66,0
Crazy Horse Kin Want Strip Club Renamed (AP) AP - Descendants of the native American warrior Crazy Horse want a change in the famed Paris strip club named after him.,36,1
"Rusedski defeat seals fate For close to a decade now, Great Britain #39;s Davis Cup team has consisted of Tim Henman and Greg Rusedski, during which time the elite world group has been reached four times but without a match being won there.",56,0
International environment for India #39;s development highly &lt;b&gt;...&lt;/b&gt; Prime Minister Manmohan Singh today said international environment for India #39;s development was  quot;highly favourable quot; and there was  quot;tremendous goodwill quot; for the country in the outside world.,71,1
"Japan Now Unsure if N. Korea to Launch (AP) AP - Japan said Thursday it had obtained intelligence indicating that North Korea may be preparing to test fire a short-range missile that could reach most of the main Japanese islands, in what would be the latest provocation from the communist country.",60,1
"Palestine condemns attack on deputy intelligence chief Brig. Rashid Abu Shbak, chief of Palestinian preventive security in Gaza, described on Wednesday the attack on the deputy chief of security intelligence Tareq Abu Rajab as  quot;a condemned crime quot;.",49,1
"Boston Scientific Outlook Trails Views Boston Scientific Corp. (BSX.N: Quote, Profile, Research) , whose Taxus heart device has been involved in a major recall, said on Wednesday preliminary August sales of the device slowed ",47,0
"Estee Lauder Quarterly Profit Climbs  CHICAGO (Reuters) - Cosmetics manufacturer Estee Lauder  Cos. Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=EL.N target=/stocks/quickinfo/fullquote""&gt;EL.N&lt;/A&gt; on Tuesday posted a bigger quarterly profit,  bolstered by sales in Europe and an improving U.S. retail  market.",99,0
"Ukraine Leader, Attacking Rival, Won't Halt Vote Ukraine's president said that if he were Prime Minister Viktor F. Yanukovich, he would not participate in a new runoff.",40,1
"Iraq's Chalabi Escapes Assassination, Arrest  BAGHDAD, Iraq (Reuters) - Ahmad Chalabi has survived again.  Just after escaping an attempt to kill him Wednesday, he said  an Iraqi court had dropped charges that could have put him in  jail.",58,1
Ukraine opposition leader urges investigation after poison report (AFP) AFP - Ukraine's opposition leader Viktor Yushchenko said he was not yet ready to blame the ruling elite with trying to poison him after doctors confirmed he was disfigured by ingesting a massive dose of a deadly toxin.,57,1
"News International to Move Printing Out of Wapping News International is to move printing operations out of Wapping, east London as part of plans to invest more than 600 million in new plants.",41,0
REGION: Iran making a lot of mistakes WASHINGTON: US Defence Secretary Donald Rumsfeld said on Thursday Iran was making a lot of mistakes but said any action to prevent it from acquiring nuclear weapons was a call for President George W Bush and other leaders to make.,53,1
"Ratings say Red Sox are team to watch Wednesday night's Red Sox-Angels game was the highest-rated telecast in NESN's 20-year history, returning a 15.1 rating in the Boston market. The audience peaked at an 18.8 rating during the quarter-hour beginning at 9 p.m.",74,0
"What a nightmare: US men fall to Argentina Athens, Greece (Sports Network) - Argentina snapped a 58-game winning streak by the United States two years ago at the World Championships.",40,0
Nuclear Agency's Action on Iran Falls Short of U.S. Goal The U.S. failed to persuade the International Atomic Energy Agency that it should refer Iran's suspect nuclear program to the Security Council.,44,1
"Arafat Is in Coma 'Between Life and Death,' Spokeswoman Says Yasir Arafat is not brain dead, his spokeswoman said as Palestinian officials met to consider a future without him.",38,1
"Iran Says It Has Tested Strategic Missile Iran added a strategic missile #39; #39; to its military arsenal after a successful test, and the defense minister said Saturday his country was ready to confront any external threat.",46,1
"Scoot Over, Starbucks With new cafes and a slick ad campaign, Colombia is rebranding its coffee -- and Juan Valdez is getting hip",28,0
"Economy added 337,000 jobs in October, US reports The US economy created 337,000 new jobs in October, the government reported Friday, snapping a prolonged jobs slump and sparking renewed hopes that, after years ",53,0
"Keller Plays for U.S. but Not for Club (AP) AP - Kasey Keller plays only in World Cup qualifiers these days. After starting nearly every game for Tottenham Hotspur for two years, he hasn't appeared once this season. Yet, he's been in goal for all three World Cup qualifiers for the United States, which plays El Salvador on Saturday at Foxboro, Mass., then goes to Panama for a Wednesday game in a pair of semifinal-round matchups.",98,0
"Three beheaded bodies discovered on a road north of Baghdad Three beheaded bodies were found Wednesday on a road north of Baghdad, authorities said. There were no documents on the bodies discovered on the road near Dijiel, about 25 miles north of Baghdad, said Col.",54,1
US forces  #39;hopeful #39; on release of UN hostages in Afghanistan The US-led military in Afghanistan has expressed hope that three foreign UN workers being held hostage by suspected Taliban remnants would be freed soon.,48,1
Bengals outscore Browns CINCINNATI -- Kelly Holcomb threw for 400 yards and five touchdowns -- and lost. Strange? Not as strange as those other numbers glowing on the scoreboard as Holcomb trudged off the field with his head down and more misery ahead.,58,0
"Edward C. Baig: Personal Tech - OQO pocket-size Windows XP PC clever but could be better (USATODAY.com) USATODAY.com - I'm guessing the founders of a San Francisco start-up called OQO are bummed that Microsoft long ago snagged the name Pocket PC for its personal digital assistants. Because Pocket PC might be the ideal moniker for OQO's new model 01 ""ultrapersonal computer""- uPC for short.",102,0
"DOOM 3: Resurrection of Evil ID Software et Activision ont annonc hier le dveloppement d #39;une extension pour leur hit Doom 3. Baptise  quot;DOOM 3: Resurrection of Evil  quot;, cette extension proposera de nouveaux environnement de jeu, de nouveaux personnages et de nouvelles armes, avec ",70,0
"Hoddle to Join West Brom This Week, Papers Say: Soccer Roundup Glenn Hoddle will this week succeed Gary Megson as manager of West Bromwich Albion, the Sun and Daily Mirror reported. Hoddle, who was fired by Tottenham in September 2003, will take ",59,0
"Editorial: The Ideal Prince A couple of years ago Sheikh Zayed ibn Sultan Al-Nahyan, the emir of Abu Dhabi and president of the United Arab Emirates (UAE) patronized the translation and publication of an old Islamic text about the ideal prince.",51,1
Dirty Campaign Tricks Now Serious Crimes (AP) AP - Election-year tactics like making anonymous phone calls or inventing make-believe groups to criticize the opponent now come with a higher price: the possibility of time in jail.,45,1
Crocodile Attack Renews Calls for Culls (AP) AP - A savage crocodile attack on a group of campers in northern Australia has sparked renewed calls for the partial lifting of a three-decade hunting ban aimed at saving the animals from extinction.,50,0
"As Voting Rolls Increase, So Do the Wild Cards Many newly registered voters with uncertain allegiances are the focus of an intense tug of war in closely contested states.",34,1
Kobe win on sex life of accuser Prosecutors in the Kobe Bryant case suffered yet another setback yesterday when a court shot down their last-ditch attempt to keep the accuser #39;s sex life out of the looming trial. ,50,0
